2024-04-06 18:47:16,795 INFO    Thread-23 (_run_job):1543 [wandb_setup.py:_flush():76] Current SDK version is 0.16.4
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_setup.py:_flush():76] Configure stats pid to 1543
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_setup.py:_flush():76] Loading settings from /Users/pratikkadlak/.config/wandb/settings
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_setup.py:_flush():76] Loading settings from /Users/pratikkadlak/Pratik/DeepLearning/DL_Assignment_2/Convolution-Neural-Network/PartB/wandb/settings
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'DL_Assignment_2', 'entity': 'space_monkeys', 'root_dir': '/Users/pratikkadlak/Pratik/DeepLearning/DL_Assignment_2/Convolution-Neural-Network/PartB', 'run_id': '8lb8hcnl', 'sweep_param_path': '/Users/pratikkadlak/Pratik/DeepLearning/DL_Assignment_2/Convolution-Neural-Network/PartB/wandb/sweep-3d1a1g92/config-8lb8hcnl.yaml', 'sweep_id': '3d1a1g92'}
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_init.py:_log_setup():526] Logging user logs to /Users/pratikkadlak/Pratik/DeepLearning/DL_Assignment_2/Convolution-Neural-Network/PartB/wandb/run-20240406_184716-8lb8hcnl/logs/debug.log
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_init.py:_log_setup():527] Logging internal logs to /Users/pratikkadlak/Pratik/DeepLearning/DL_Assignment_2/Convolution-Neural-Network/PartB/wandb/run-20240406_184716-8lb8hcnl/logs/debug-internal.log
2024-04-06 18:47:16,796 INFO    Thread-23 (_run_job):1543 [wandb_init.py:_jupyter_setup():472] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x169e95990>
2024-04-06 18:47:16,797 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():566] calling init triggers
2024-04-06 18:47:16,797 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():573] wandb.init called with sweep_config: {'activation_func': 'SiLU', 'data_augment': 'No', 'dropout': 'No', 'epoch': 20, 'hidden_units': 512, 'optimizer': 'NAdam', 'prob': 0.2}
config: {}
2024-04-06 18:47:16,797 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():616] starting backend
2024-04-06 18:47:16,797 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():620] setting up manager
2024-04-06 18:47:16,802 INFO    Thread-23 (_run_job):1543 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-04-06 18:47:16,803 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():628] backend started and connected
2024-04-06 18:47:16,814 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_config_callback():1343] config_cb None None {'activation_func': 'SiLU', 'data_augment': 'No', 'dropout': 'No', 'epoch': 20, 'hidden_units': 512, 'optimizer': 'NAdam', 'prob': 0.2}
2024-04-06 18:47:16,866 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_label_probe_notebook():1295] probe notebook
2024-04-06 18:47:16,867 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_label_probe_notebook():1305] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-04-06 18:47:16,867 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():720] updated telemetry
2024-04-06 18:47:16,884 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-04-06 18:47:17,603 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_on_init():2262] communicating current version
2024-04-06 18:47:17,993 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_on_init():2271] got version response upgrade_message: "wandb version 0.16.6 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-04-06 18:47:17,993 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():804] starting run threads in backend
2024-04-06 18:47:21,736 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_console_start():2241] atexit reg
2024-04-06 18:47:21,736 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_redirect():2096] redirect: wrap_raw
2024-04-06 18:47:21,736 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_redirect():2161] Wrapping output streams.
2024-04-06 18:47:21,736 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_redirect():2186] Redirects installed.
2024-04-06 18:47:21,736 INFO    Thread-23 (_run_job):1543 [wandb_init.py:init():847] run started, returning control to user process
2024-04-06 18:47:32,136 INFO    MainThread:1543 [wandb_run.py:_finish():1970] finishing run space_monkeys/DL_Assignment_2/8lb8hcnl
2024-04-06 18:47:32,137 INFO    MainThread:1543 [jupyter.py:save_history():445] not saving jupyter history
2024-04-06 18:47:32,137 INFO    MainThread:1543 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-06 18:47:32,137 INFO    MainThread:1543 [wandb_init.py:_jupyter_teardown():454] cleaning up jupyter logic
2024-04-06 18:47:32,137 INFO    MainThread:1543 [wandb_run.py:_atexit_cleanup():2210] got exitcode: 0
2024-04-06 18:47:32,138 INFO    MainThread:1543 [wandb_run.py:_restore():2193] restore
2024-04-06 18:47:32,138 INFO    MainThread:1543 [wandb_run.py:_restore():2199] restore done
2024-04-06 18:47:38,051 INFO    Thread-23 (_run_job):1543 [wandb_run.py:_finish():1970] finishing run space_monkeys/DL_Assignment_2/8lb8hcnl
2024-04-06 18:47:38,051 INFO    Thread-23 (_run_job):1543 [jupyter.py:save_history():445] not saving jupyter history
2024-04-06 18:47:38,051 INFO    Thread-23 (_run_job):1543 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-06 18:47:38,051 INFO    Thread-23 (_run_job):1543 [wandb_init.py:_jupyter_teardown():454] cleaning up jupyter logic
2024-04-06 18:47:38,191 INFO    MainThread:1543 [wandb_run.py:_footer_history_summary_info():3851] rendering history
2024-04-06 18:47:38,191 INFO    MainThread:1543 [wandb_run.py:_footer_history_summary_info():3883] rendering summary
2024-04-06 18:47:38,210 INFO    MainThread:1543 [wandb_run.py:_footer_sync_info():3810] logging synced files
